Name,Coordinates,Date & Time
image388.jpg,22.76011111111111 45.85002777777778,2023:04:24 09:11:34
image389.jpg,22.26263888888889 46.291666666666664,2023:04:24 09:11:45
image390.jpg,21.763805555555557 46.72977777777778,2023:04:24 09:11:55
image391.jpg,21.26311111111111 47.164944444444444,2023:04:24 09:12:05
image392.jpg,20.75997222222222 47.597833333333334,2023:04:24 09:12:16
image393.jpg,20.257277777777777 48.02605555555555,2023:04:24 09:12:26
image394.jpg,19.75461111111111 48.450138888888894,2023:04:24 09:12:36
image395.jpg,19.24888888888889 48.87286111111111,2023:04:24 09:12:47
image396.jpg,18.742361111111112 49.29238888888889,2023:04:24 09:12:57
image397.jpg,18.234750000000002 49.70911111111111,2023:04:24 09:13:07
image398.jpg,17.725861111111108 50.123305555555554,2023:04:24 09:13:18
image399.jpg,17.217055555555554 50.53397222222222,2023:04:24 09:13:28
image400.jpg,16.705472222222223 50.943555555555555,2023:04:24 09:13:38
image401.jpg,16.19425 51.34966666666667,2023:04:24 09:13:49
image402.jpg,15.681472222222222 51.75394444444444,2023:04:24 09:13:59
image403.jpg,15.167583333333333 52.15611111111111,2023:04:24 09:14:09
image404.jpg,14.650833333333333 52.55766666666666,2023:04:24 09:14:20
image405.jpg,14.1345 52.95616666666667,2023:04:24 09:14:30
image406.jpg,13.616888888888889 53.35302777777778,2023:04:24 09:14:40
image407.jpg,13.099277777777779 53.74736111111111,2023:04:24 09:14:51
image408.jpg,12.57925 54.14113888888889,2023:04:24 09:15:01
image409.jpg,12.059666666666667 54.53230555555555,2023:04:24 09:15:11
image410.jpg,11.53888888888889 54.92213888888889,2023:04:24 09:15:22
image411.jpg,11.015611111111111 55.31177777777778,2023:04:24 09:15:32
image412.jpg,10.492416666666665 55.69933333333333,2023:04:24 09:15:43
image413.jpg,9.967194444444445 56.0865,2023:04:24 09:15:53
image414.jpg,9.44175 56.472055555555556,2023:04:24 09:16:03
image415.jpg,8.916194444444445 56.856,2023:04:24 09:16:14
image416.jpg,8.391 57.23811111111111,2023:04:24 09:16:24
image417.jpg,7.866555555555555 57.61819444444445,2023:04:24 09:16:34
image418.jpg,7.341333333333333 57.99744444444445,2023:04:24 09:16:45
image419.jpg,6.815888888888889 58.37558333333333,2023:04:24 09:16:55
image420.jpg,6.288083333333333 58.754222222222225,2023:04:24 09:17:05
image421.jpg,5.761388888888889 59.131,2023:04:24 09:17:16
image422.jpg,5.235555555555556 59.50613888888889,2023:04:24 09:17:26
image423.jpg,4.710055555555556 59.88013888888889,2023:04:24 09:17:36
image424.jpg,4.1845 60.25338888888889,2023:04:24 09:17:47
image425.jpg,3.6568055555555556 60.62741666666667,2023:04:24 09:17:57
image426.jpg,3.131111111111111 60.99941666666667,2023:04:24 09:18:07
image427.jpg,2.604111111111111 61.371805555555554,2023:04:24 09:18:18
image428.jpg,2.077027777777778 61.74377777777778,2023:04:24 09:18:28
image429.jpg,1.5508055555555555 62.11483333333334,2023:04:24 09:18:38
image430.jpg,1.0245277777777777 62.48563888888889,2023:04:24 09:18:49
image431.jpg,0.4966111111111111 62.85744444444445,2023:04:24 09:18:59
image432.jpg,-0.03147222222222222 63.22927777777778,2023:04:24 09:19:09
image433.jpg,-0.56125 63.60227777777778,2023:04:24 09:19:20
image434.jpg,-1.089222222222222 63.97413888888889,2023:04:24 09:19:30
image435.jpg,-1.6163611111111111 64.34555555555555,2023:04:24 09:19:41
image436.jpg,-2.143 64.71694444444445,2023:04:24 09:19:51
image437.jpg,-2.669083333333333 65.08827777777778,2023:04:24 09:20:01
image438.jpg,-3.1962777777777776 65.46086111111111,2023:04:24 09:20:11
image439.jpg,-3.723666666666667 65.83411111111111,2023:04:24 09:20:22
image440.jpg,-4.249444444444444 66.2068888888889,2023:04:24 09:20:32
image441.jpg,-4.77575 66.58075,2023:04:24 09:20:42
image442.jpg,-5.301777777777778 66.95522222222222,2023:04:24 09:20:53
image443.jpg,-5.8275 67.33038888888889,2023:04:24 09:21:03
image444.jpg,-6.352805555555555 67.70627777777779,2023:04:24 09:21:13
image445.jpg,-6.877750000000001 68.083,2023:04:24 09:21:24
image446.jpg,-7.402638888888889 68.46086111111111,2023:04:24 09:21:34
image447.jpg,-7.926805555555556 68.83952777777777,2023:04:24 09:21:44
image448.jpg,-8.451916666666666 69.22025000000001,2023:04:24 09:21:55
image449.jpg,-8.97638888888889 69.60197222222222,2023:04:24 09:22:05
image450.jpg,-9.499527777777777 69.98433333333334,2023:04:24 09:22:16
image451.jpg,-10.02188888888889 70.36777777777777,2023:04:24 09:22:26
image452.jpg,-10.544138888888888 70.75294444444444,2023:04:24 09:22:36
image453.jpg,-11.066277777777778 71.13991666666668,2023:04:24 09:22:47
image454.jpg,-11.585805555555556 71.52691666666666,2023:04:24 09:22:57
image455.jpg,-12.106444444444444 71.91683333333334,2023:04:24 09:23:07
image456.jpg,-12.626944444444446 72.30886111111111,2023:04:24 09:23:18
image457.jpg,-13.145972222222222 72.70208333333333,2023:04:24 09:23:28
image458.jpg,-13.664416666666668 73.09724999999999,2023:04:24 09:23:38
image459.jpg,-14.182138888888888 73.49441666666667,2023:04:24 09:23:49
image460.jpg,-14.698055555555555 73.89280555555557,2023:04:24 09:23:59
image461.jpg,-15.212944444444444 74.29316666666666,2023:04:24 09:24:09
image462.jpg,-15.727194444444445 74.69586111111111,2023:04:24 09:24:20
image463.jpg,-16.241083333333336 75.10125,2023:04:24 09:24:30
image464.jpg,-16.75411111111111 75.50905555555556,2023:04:24 09:24:40
image465.jpg,-17.265777777777778 75.91900000000001,2023:04:24 09:24:51
image466.jpg,-17.775222222222222 76.3305,2023:04:24 09:25:01
image467.jpg,-18.28477777777778 76.74552777777778,2023:04:24 09:25:11
image468.jpg,-18.791583333333335 77.16194444444444,2023:04:24 09:25:22
image469.jpg,-19.300416666666667 77.58375,2023:04:24 09:25:32
image470.jpg,-19.806972222222225 78.0075,2023:04:24 09:25:42
image471.jpg,-20.31213888888889 78.43411111111112,2023:04:24 09:25:53
image472.jpg,-20.81638888888889 78.8641111111111,2023:04:24 09:26:03
image473.jpg,-21.31952777777778 79.29744444444444,2023:04:24 09:26:14
image474.jpg,-21.82058333333333 79.73341666666667,2023:04:24 09:26:24
image475.jpg,-22.320083333333333 80.17261111111111,2023:04:24 09:26:34
image476.jpg,-22.817805555555555 80.61497222222222,2023:04:24 09:26:45
image477.jpg,-23.314500000000002 81.06130555555555,2023:04:24 09:26:55
image478.jpg,-23.809416666666667 81.51105555555556,2023:04:24 09:27:05
image479.jpg,-24.30302777777778 81.96486111111112,2023:04:24 09:27:16
image480.jpg,-24.79577777777778 82.42325000000001,2023:04:24 09:27:26
image481.jpg,-25.286250000000003 82.88511111111112,2023:04:24 09:27:36
image482.jpg,-25.773555555555554 83.34966666666666,2023:04:24 09:27:47
image483.jpg,-26.25922222222222 83.81852777777777,2023:04:24 09:27:57
image484.jpg,-26.742055555555556 84.29072222222221,2023:04:24 09:28:07
image485.jpg,-27.225777777777775 84.77005555555556,2023:04:24 09:28:18
image486.jpg,-27.705916666666667 85.25230555555555,2023:04:24 09:28:28
image487.jpg,-28.182694444444447 85.73780555555555,2023:04:24 09:28:38
image488.jpg,-28.660777777777778 86.23152777777779,2023:04:24 09:28:49
image489.jpg,-29.134916666666665 86.72825,2023:04:24 09:28:59
image490.jpg,-29.607694444444444 87.23086111111111,2023:04:24 09:29:10
image491.jpg,-30.078694444444444 87.73916666666666,2023:04:24 09:29:20
image492.jpg,-30.546611111111112 88.25183333333334,2023:04:24 09:29:30
image493.jpg,-31.011416666666666 88.76911111111112,2023:04:24 09:29:41
image494.jpg,-31.47547222222222 89.29380555555555,2023:04:24 09:29:51
image495.jpg,-31.935916666666667 89.82288888888888,2023:04:24 09:30:01
image496.jpg,-32.39255555555555 90.35630555555555,2023:04:24 09:30:12
image497.jpg,-32.84666666666667 90.89572222222223,2023:04:24 09:30:22
image498.jpg,-33.298944444444444 91.44222222222223,2023:04:24 09:30:32
image499.jpg,-33.74872222222222 91.99522222222222,2023:04:24 09:30:43
image500.jpg,-34.194916666666664 92.55366666666666,2023:04:24 09:30:53
image501.jpg,-34.63719444444445 93.11725,2023:04:24 09:31:04
image502.jpg,-35.077333333333335 93.68855555555555,2023:04:24 09:31:14
image503.jpg,-35.514833333333335 94.2671388888889,2023:04:24 09:31:24
image504.jpg,-35.94938888888888 94.85291666666666,2023:04:24 09:31:35
image505.jpg,-36.37927777777778 95.44375000000001,2023:04:24 09:31:45
image506.jpg,-36.80605555555555 96.04202777777778,2023:04:24 09:31:55
image507.jpg,-37.229416666666665 96.64755555555556,2023:04:24 09:32:06
image508.jpg,-37.65025 97.26194444444444,2023:04:24 09:32:16
image509.jpg,-38.0665 97.8825,2023:04:24 09:32:27
image510.jpg,-38.47938888888889 98.51125,2023:04:24 09:32:37
image511.jpg,-38.88608333333333 99.14408333333334,2023:04:24 09:32:47
image512.jpg,-39.29033333333333 99.78705555555555,2023:04:24 09:32:58
image513.jpg,-39.69036111111111 100.43783333333333,2023:04:24 09:33:08
image514.jpg,-40.085861111111114 101.09597222222222,2023:04:24 09:33:18
image515.jpg,-40.47691666666667 101.76202777777777,2023:04:24 09:33:29
image516.jpg,-40.86372222222222 102.43661111111112,2023:04:24 09:33:39
image517.jpg,-41.246611111111115 103.12066666666666,2023:04:24 09:33:49
image518.jpg,-41.62591666666667 103.81524999999999,2023:04:24 09:34:00
image519.jpg,-41.99941666666667 104.5165,2023:04:24 09:34:10
image520.jpg,-42.368 105.22644444444444,2023:04:24 09:34:21
image521.jpg,-42.73177777777778 105.94561111111112,2023:04:24 09:34:31
image522.jpg,-43.09127777777778 106.67541666666668,2023:04:24 09:34:41
image523.jpg,-43.44380555555555 107.41069444444445,2023:04:24 09:34:52
image524.jpg,-43.79091666666667 108.15497222222223,2023:04:24 09:35:02
image525.jpg,-44.13386111111111 108.91125000000001,2023:04:24 09:35:12
image526.jpg,-44.470555555555556 109.67544444444445,2023:04:24 09:35:23
image527.jpg,-44.801249999999996 110.44830555555556,2023:04:24 09:35:33
image528.jpg,-45.127027777777776 111.23297222222223,2023:04:24 09:35:44
image529.jpg,-45.446638888888884 112.02672222222222,2023:04:24 09:35:54
image530.jpg,-45.760305555555554 112.83063888888888,2023:04:24 09:36:04
image531.jpg,-46.06747222222223 113.6436388888889,2023:04:24 09:36:15
image532.jpg,-46.36805555555556 114.46577777777777,2023:04:24 09:36:25
image533.jpg,-46.66225 115.298,2023:04:24 09:36:36
image534.jpg,-51.712833333333336 143.10366666666667,2023:04:24 09:41:39
image535.jpg,-48.78344444444444 172.2349722222222,2023:04:24 09:46:43
image536.jpg,-39.25936111111111 -165.11955555555556,2023:04:24 09:51:46
