Name,Coordinates,Date & Time
image125.jpg,26.725166666666667 65.72958333333334,2023:04:24 07:37:21
image126.jpg,26.242416666666667 66.2015,2023:04:24 07:37:31
image127.jpg,25.756611111111113 66.67036111111112,2023:04:24 07:37:42
image128.jpg,25.264388888888888 67.13941666666668,2023:04:24 07:37:52
image129.jpg,24.775444444444442 67.5996111111111,2023:04:24 07:38:03
image130.jpg,24.28505555555556 68.0556111111111,2023:04:24 07:38:13
image131.jpg,23.792944444444448 68.50788888888889,2023:04:24 07:38:23
image132.jpg,23.299277777777778 68.9563888888889,2023:04:24 07:38:34
image133.jpg,22.80425 69.40111111111112,2023:04:24 07:38:44
image134.jpg,22.30761111111111 69.84241666666667,2023:04:24 07:38:54
image135.jpg,21.80963888888889 70.28016666666666,2023:04:24 07:39:04
image136.jpg,21.309 70.71572222222223,2023:04:24 07:39:15
image137.jpg,20.808027777777777 71.14713888888889,2023:04:24 07:39:25
image138.jpg,20.303583333333336 71.57724999999999,2023:04:24 07:39:35
image139.jpg,19.799694444444444 72.00277777777778,2023:04:24 07:39:46
image140.jpg,19.29338888888889 72.42630555555556,2023:04:24 07:39:56
image141.jpg,18.785694444444445 72.8471111111111,2023:04:24 07:40:06
image142.jpg,18.275194444444445 73.2665,2023:04:24 07:40:17
image143.jpg,17.763222222222222 73.68347222222222,2023:04:24 07:40:27
image144.jpg,17.251527777777778 74.09675,2023:04:24 07:40:38
image145.jpg,16.738555555555557 74.50766666666667,2023:04:24 07:40:48
image146.jpg,16.224888888888888 74.91591666666667,2023:04:24 07:40:58
image147.jpg,15.709583333333333 75.3223611111111,2023:04:24 07:41:09
image148.jpg,15.195333333333334 75.72497222222222,2023:04:24 07:41:19
image149.jpg,14.679222222222222 76.12616666666666,2023:04:24 07:41:29
image150.jpg,14.163555555555556 76.52430555555556,2023:04:24 07:41:40
image151.jpg,13.64561111111111 76.92155555555556,2023:04:24 07:41:50
image152.jpg,13.126583333333334 77.3171111111111,2023:04:24 07:42:00
image153.jpg,12.606583333333333 77.711,2023:04:24 07:42:11
image154.jpg,12.087250000000001 78.10205555555555,2023:04:24 07:42:21
image155.jpg,11.567416666666666 78.49130555555556,2023:04:24 07:42:31
image156.jpg,11.04625 78.87947222222222,2023:04:24 07:42:42
image157.jpg,10.525916666666667 79.26505555555555,2023:04:24 07:42:52
image158.jpg,10.00475 79.64936111111112,2023:04:24 07:43:02
image159.jpg,9.482888888888889 80.03241666666666,2023:04:24 07:43:13
image160.jpg,8.95961111111111 80.41483333333333,2023:04:24 07:43:23
image161.jpg,8.4365 80.79555555555555,2023:04:24 07:43:33
image162.jpg,7.912027777777778 81.17577777777778,2023:04:24 07:43:44
image163.jpg,7.386583333333334 81.55530555555555,2023:04:24 07:43:54
image164.jpg,6.861944444444444 81.933,2023:04:24 07:44:04
image165.jpg,6.335972222222222 82.31041666666667,2023:04:24 07:44:15
image166.jpg,5.80925 82.68727777777778,2023:04:24 07:44:25
image167.jpg,5.282222222222222 83.0633611111111,2023:04:24 07:44:35
image168.jpg,4.75575 83.43813888888889,2023:04:24 07:44:46
image169.jpg,4.228611111111111 83.81255555555555,2023:04:24 07:44:56
image170.jpg,3.7017222222222226 84.18608333333334,2023:04:24 07:45:07
image171.jpg,3.174861111111111 84.55897222222222,2023:04:24 07:45:17
image172.jpg,2.6465833333333335 84.93230555555556,2023:04:24 07:45:27
image173.jpg,2.11925 85.30449999999999,2023:04:24 07:45:38
image174.jpg,1.5923333333333334 85.67602777777778,2023:04:24 07:45:48
image175.jpg,1.0664444444444445 86.0466111111111,2023:04:24 07:45:58
image176.jpg,0.5405277777777777 86.417,2023:04:24 07:46:08
image177.jpg,0.013138888888888887 86.78833333333333,2023:04:24 07:46:19
image178.jpg,-0.5138888888888888 87.15941666666667,2023:04:24 07:46:29
image179.jpg,-1.0424444444444445 87.53166666666667,2023:04:24 07:46:40
image180.jpg,-1.5697222222222222 87.90316666666668,2023:04:24 07:46:50
image181.jpg,-2.095527777777778 88.27394444444444,2023:04:24 07:47:00
image182.jpg,-2.622138888888889 88.64561111111112,2023:04:24 07:47:10
image183.jpg,-3.149111111111111 89.018,2023:04:24 07:47:21
image184.jpg,-3.674444444444444 89.38975,2023:04:24 07:47:31
image185.jpg,-4.200972222222222 89.76297222222222,2023:04:24 07:47:41
image186.jpg,-4.725777777777778 90.13569444444445,2023:04:24 07:47:52
image187.jpg,-5.253055555555555 90.51097222222222,2023:04:24 07:48:02
image188.jpg,-5.778583333333334 90.88591666666667,2023:04:24 07:48:12
image189.jpg,-6.303555555555556 91.26147222222222,2023:04:24 07:48:23
image190.jpg,-6.828555555555555 91.63813888888889,2023:04:24 07:48:33
image191.jpg,-7.353305555555555 92.01580555555556,2023:04:24 07:48:43
image192.jpg,-7.877583333333334 92.3943888888889,2023:04:24 07:48:54
image193.jpg,-8.400611111111111 92.77347222222222,2023:04:24 07:49:04
image194.jpg,-8.925749999999999 93.15555555555557,2023:04:24 07:49:14
image195.jpg,-9.449083333333334 93.53786111111111,2023:04:24 07:49:25
image196.jpg,-9.9715 93.92122222222223,2023:04:24 07:49:35
image197.jpg,-10.494555555555555 94.30680555555556,2023:04:24 07:49:45
image198.jpg,-11.01586111111111 94.69297222222222,2023:04:24 07:49:56
image199.jpg,-11.53636111111111 95.0805,2023:04:24 07:50:06
image200.jpg,-12.056166666666668 95.46958333333333,2023:04:24 07:50:16
image201.jpg,-12.57461111111111 95.85983333333333,2023:04:24 07:50:27
image202.jpg,-13.092194444444445 96.25169444444444,2023:04:24 07:50:37
image203.jpg,-13.609833333333333 96.64602777777779,2023:04:24 07:50:47
image204.jpg,-14.126027777777779 97.04172222222222,2023:04:24 07:50:58
image205.jpg,-14.64336111111111 97.44091666666667,2023:04:24 07:51:08
image206.jpg,-15.164777777777779 97.84605555555555,2023:04:24 07:51:19
image207.jpg,-15.679666666666666 98.24897222222222,2023:04:24 07:51:29
image208.jpg,-16.193833333333334 98.65433333333334,2023:04:24 07:51:39
image209.jpg,-16.708 99.06277777777777,2023:04:24 07:51:50
image210.jpg,-17.221777777777778 99.47411111111111,2023:04:24 07:52:00
image211.jpg,-17.733472222222222 99.8871388888889,2023:04:24 07:52:10
image212.jpg,-18.245083333333334 100.30355555555555,2023:04:24 07:52:21
image213.jpg,-18.7555 100.72266666666667,2023:04:24 07:52:31
image214.jpg,-19.26386111111111 101.14380555555556,2023:04:24 07:52:42
image215.jpg,-19.77213888888889 101.56872222222222,2023:04:24 07:52:52
image216.jpg,-20.276416666666666 101.99430555555556,2023:04:24 07:53:02
image217.jpg,-20.779 102.42255555555556,2023:04:24 07:53:13
image218.jpg,-21.279805555555555 102.85355555555554,2023:04:24 07:53:23
image219.jpg,-21.78147222222222 103.28969444444444,2023:04:24 07:53:33
image220.jpg,-22.280527777777777 103.72813888888889,2023:04:24 07:53:44
image221.jpg,-22.777749999999997 104.16966666666667,2023:04:24 07:53:54
image222.jpg,-23.27358333333333 104.61483333333332,2023:04:24 07:54:04
image223.jpg,-23.76913888888889 105.06475,2023:04:24 07:54:15
image224.jpg,-24.26325 105.51858333333334,2023:04:24 07:54:25
image225.jpg,-24.75627777777778 105.97680555555556,2023:04:24 07:54:35
image226.jpg,-25.246361111111113 106.43780555555556,2023:04:24 07:54:46
image227.jpg,-25.735722222222222 106.90386111111111,2023:04:24 07:54:56
image228.jpg,-26.221194444444443 107.37211111111111,2023:04:24 07:55:06
image229.jpg,-26.70636111111111 107.84608333333333,2023:04:24 07:55:17
image230.jpg,-27.189166666666665 108.32405555555555,2023:04:24 07:55:27
image231.jpg,-27.669972222222224 108.80647222222223,2023:04:24 07:55:38
image232.jpg,-28.148694444444445 109.29347222222222,2023:04:24 07:55:48
image233.jpg,-28.625583333333335 109.78544444444444,2023:04:24 07:55:58
image234.jpg,-29.099305555555553 110.28119444444444,2023:04:24 07:56:09
image235.jpg,-29.57138888888889 110.7825,2023:04:24 07:56:19
image236.jpg,-30.043694444444448 111.29158333333334,2023:04:24 07:56:29
image237.jpg,-30.512444444444444 111.80461111111111,2023:04:24 07:56:40
image238.jpg,-30.979 112.32327777777778,2023:04:24 07:56:50
image239.jpg,-31.441472222222224 112.84555555555555,2023:04:24 07:57:01
image240.jpg,-31.90063888888889 113.37252777777778,2023:04:24 07:57:11
image241.jpg,-32.35727777777778 113.90525000000001,2023:04:24 07:57:21
image242.jpg,-32.81213888888889 114.44486111111111,2023:04:24 07:57:32
image243.jpg,-33.2645 114.99075,2023:04:24 07:57:42
image244.jpg,-33.713972222222225 115.54263888888889,2023:04:24 07:57:52
image245.jpg,-34.160805555555555 116.10108333333332,2023:04:24 07:58:03
image246.jpg,-34.60494444444445 116.66630555555557,2023:04:24 07:58:13
image247.jpg,-35.04597222222222 117.23797222222223,2023:04:24 07:58:23
image248.jpg,-35.48308333333333 117.81522222222222,2023:04:24 07:58:34
image249.jpg,-35.91577777777778 118.39769444444445,2023:04:24 07:58:44
image250.jpg,-36.347388888888894 118.99,2023:04:24 07:58:54
image251.jpg,-36.77336111111111 119.58624999999999,2023:04:24 07:59:05
image252.jpg,-37.19744444444444 120.1918888888889,2023:04:24 07:59:15
image253.jpg,-37.61686111111111 120.80322222222222,2023:04:24 07:59:26
image254.jpg,-38.03219444444444 121.42133333333334,2023:04:24 07:59:36
image255.jpg,-38.445166666666665 122.0491111111111,2023:04:24 07:59:46
image256.jpg,-38.85319444444445 122.6828888888889,2023:04:24 07:59:57
image257.jpg,-39.25830555555556 123.32608333333333,2023:04:24 08:00:07
image258.jpg,-39.657888888888884 123.97488888888888,2023:04:24 08:00:17
image259.jpg,-40.054944444444445 124.63447222222223,2023:04:24 08:00:28
image260.jpg,-40.44786111111111 125.3025,2023:04:24 08:00:38
image261.jpg,-40.83486111111112 125.97625000000001,2023:04:24 08:00:48
image262.jpg,-41.217777777777776 126.65905555555557,2023:04:24 08:00:59
image263.jpg,-41.59686111111111 127.35191666666667,2023:04:24 08:01:09
image264.jpg,-41.96941666666667 128.05,2023:04:24 08:01:20
image265.jpg,-42.33741666666667 128.75730555555555,2023:04:24 08:01:30
image266.jpg,-42.70063888888889 129.47372222222222,2023:04:24 08:01:40
image267.jpg,-43.06022222222222 130.20208333333332,2023:04:24 08:01:51
image268.jpg,-43.41486111111111 130.94008333333335,2023:04:24 08:02:01
image269.jpg,-43.762388888888886 131.68347222222224,2023:04:24 08:02:11
image270.jpg,-44.10605555555556 132.43958333333333,2023:04:24 08:02:22
image271.jpg,-44.44380555555555 133.2043611111111,2023:04:24 08:02:32
image272.jpg,-44.77597222222222 133.97891666666666,2023:04:24 08:02:43
image273.jpg,-45.10186111111111 134.762,2023:04:24 08:02:53
image274.jpg,-45.42086111111111 135.5522777777778,2023:04:24 08:03:03
image275.jpg,-45.73502777777778 136.35544444444443,2023:04:24 08:03:14
image276.jpg,-46.04244444444444 137.1668611111111,2023:04:24 08:03:24
image277.jpg,-46.34288888888889 137.9863611111111,2023:04:24 08:03:35
image278.jpg,-51.663694444444445 165.57922222222223,2023:04:24 08:08:38
image279.jpg,-49.02791666666666 -165.16102777777778,2023:04:24 08:13:42
image280.jpg,-39.69036111111111 -142.22952777777778,2023:04:24 08:18:45
image281.jpg,-26.622194444444446 -125.96605555555556,2023:04:24 08:23:49
image282.jpg,-11.82936111111111 -113.50402777777778,2023:04:24 08:28:52
image283.jpg,3.5776666666666666 -102.48041666666667,2023:04:24 08:33:56
image284.jpg,18.812472222222222 -91.03341666666667,2023:04:24 08:38:59
image285.jpg,32.99733333333334 -77.13647222222222,2023:04:24 08:44:03
image286.jpg,44.67180555555555 -58.06988888888889,2023:04:24 08:49:06
image287.jpg,51.259027777777774 -31.631944444444446,2023:04:24 08:54:10
image288.jpg,51.356611111111114 -30.613500000000002,2023:04:24 08:54:20
image289.jpg,51.44427777777778 -29.593694444444445,2023:04:24 08:54:30
image290.jpg,51.52211111111111 -28.57272222222222,2023:04:24 08:54:41
image291.jpg,51.590250000000005 -27.5485,2023:04:24 08:54:51
image292.jpg,51.64877777777778 -26.519416666666665,2023:04:24 08:55:01
image293.jpg,51.69755555555555 -25.486666666666668,2023:04:24 08:55:12
image294.jpg,51.736361111111115 -24.454666666666665,2023:04:24 08:55:22
image295.jpg,51.76533333333333 -23.42141666666667,2023:04:24 08:55:33
image296.jpg,51.784416666666665 -22.38738888888889,2023:04:24 08:55:43
image297.jpg,51.79366666666667 -21.352472222222225,2023:04:24 08:55:53
image298.jpg,51.79302777777777 -20.3175,2023:04:24 08:56:04
image299.jpg,51.782555555555554 -19.283055555555556,2023:04:24 08:56:14
image300.jpg,51.762166666666666 -18.248805555555556,2023:04:24 08:56:24
image301.jpg,51.73191666666667 -17.214694444444444,2023:04:24 08:56:35
image302.jpg,51.692055555555555 -16.187944444444444,2023:04:24 08:56:45
image303.jpg,51.64236111111111 -15.160944444444445,2023:04:24 08:56:55
image304.jpg,51.583083333333335 -14.138638888888888,2023:04:24 08:57:06
image305.jpg,51.514 -13.116861111111112,2023:04:24 08:57:16
image306.jpg,51.43522222222222 -12.09738888888889,2023:04:24 08:57:26
image307.jpg,51.346722222222226 -11.080722222222223,2023:04:24 08:57:37
image308.jpg,51.24886111111111 -10.069916666666666,2023:04:24 08:57:47
image309.jpg,51.141666666666666 -9.064666666666668,2023:04:24 08:57:57
image310.jpg,51.02547222222222 -8.067444444444444,2023:04:24 08:58:08
image311.jpg,50.89911111111111 -7.0681666666666665,2023:04:24 08:58:18
image312.jpg,50.76427777777778 -6.080027777777778,2023:04:24 08:58:28
image313.jpg,50.61977777777778 -5.09425,2023:04:24 08:58:39
image314.jpg,50.46627777777778 -4.114972222222222,2023:04:24 08:58:49
image315.jpg,50.30463888888889 -3.146888888888889,2023:04:24 08:59:00
image316.jpg,50.13422222222222 -2.1855555555555553,2023:04:24 08:59:10
image317.jpg,49.95455555555556 -1.2283055555555558,2023:04:24 08:59:20
image318.jpg,49.766444444444446 -0.27925,2023:04:24 08:59:31
image319.jpg,49.57 0.6616388888888889,2023:04:24 08:59:41
image320.jpg,49.36519444444445 1.5948611111111113,2023:04:24 08:59:51
image321.jpg,49.152055555555556 2.5204999999999997,2023:04:24 09:00:02
image322.jpg,48.931638888888884 3.434527777777778,2023:04:24 09:00:12
image323.jpg,48.70294444444445 4.341666666666667,2023:04:24 09:00:22
image324.jpg,48.46636111111111 5.2405,2023:04:24 09:00:33
image325.jpg,48.22258333333333 6.128944444444444,2023:04:24 09:00:43
image326.jpg,47.97083333333334 7.01025,2023:04:24 09:00:53
image327.jpg,47.71180555555556 7.8821111111111115,2023:04:24 09:01:04
image328.jpg,47.44611111111111 8.743055555555555,2023:04:24 09:01:14
image329.jpg,47.172916666666666 9.596194444444444,2023:04:24 09:01:24
image330.jpg,46.89275 10.440166666666666,2023:04:24 09:01:35
image331.jpg,46.605361111111115 11.276083333333334,2023:04:24 09:01:45
image332.jpg,46.311166666666665 12.102916666666665,2023:04:24 09:01:55
image333.jpg,46.01036111111111 12.920583333333333,2023:04:24 09:02:06
image334.jpg,45.70430555555556 13.725805555555556,2023:04:24 09:02:16
image335.jpg,45.39186111111111 14.522194444444445,2023:04:24 09:02:26
image336.jpg,45.07311111111112 15.309694444444444,2023:04:24 09:02:37
image337.jpg,44.74805555555556 16.088749999999997,2023:04:24 09:02:47
image338.jpg,44.41775 16.857166666666668,2023:04:24 09:02:57
image339.jpg,44.08222222222223 17.615361111111113,2023:04:24 09:03:08
image340.jpg,43.740833333333335 18.365083333333335,2023:04:24 09:03:18
image341.jpg,43.39288888888889 19.10816666666667,2023:04:24 09:03:28
image342.jpg,43.040194444444445 19.840999999999998,2023:04:24 09:03:39
image343.jpg,42.68147222222222 20.56652777777778,2023:04:24 09:03:49
image344.jpg,42.31802777777778 21.28247222222222,2023:04:24 09:03:59
image345.jpg,41.94897222222222 21.990916666666667,2023:04:24 09:04:10
image346.jpg,41.57658333333334 22.68777777777778,2023:04:24 09:04:20
image347.jpg,41.19897222222222 23.377083333333335,2023:04:24 09:04:30
image348.jpg,40.81619444444444 24.05891666666667,2023:04:24 09:04:41
image349.jpg,40.42875 24.732694444444444,2023:04:24 09:04:51
image350.jpg,40.03658333333333 25.39875,2023:04:24 09:05:01
image351.jpg,39.64041666666667 26.056194444444444,2023:04:24 09:05:12
image352.jpg,39.24058333333333 26.704833333333333,2023:04:24 09:05:22
image353.jpg,38.83527777777778 27.347777777777775,2023:04:24 09:05:32
image354.jpg,38.42725 27.980999999999998,2023:04:24 09:05:43
image355.jpg,38.01338888888889 28.609555555555556,2023:04:24 09:05:53
image356.jpg,37.59730555555556 29.22822222222222,2023:04:24 09:06:03
image357.jpg,37.17575 29.842138888888886,2023:04:24 09:06:14
image358.jpg,36.75102777777778 30.448083333333333,2023:04:24 09:06:24
image359.jpg,36.32463888888889 31.044305555555557,2023:04:24 09:06:34
image360.jpg,35.89483333333333 31.63363888888889,2023:04:24 09:06:45
image361.jpg,35.46127777777778 32.21669444444445,2023:04:24 09:06:55
image362.jpg,35.02397222222222 32.793749999999996,2023:04:24 09:07:05
image363.jpg,34.584361111111114 33.36311111111111,2023:04:24 09:07:16
image364.jpg,34.141666666666666 33.92608333333333,2023:04:24 09:07:26
image365.jpg,33.693638888888884 34.48563888888889,2023:04:24 09:07:37
image366.jpg,33.24327777777778 35.03819444444444,2023:04:24 09:07:47
image367.jpg,32.79136111111111 35.58316666666667,2023:04:24 09:07:57
image368.jpg,32.33544444444445 36.12361111111111,2023:04:24 09:08:08
image369.jpg,31.876305555555557 36.65886111111111,2023:04:24 09:08:18
image370.jpg,31.41497222222222 37.187916666666666,2023:04:24 09:08:28
image371.jpg,30.95175 37.71061111111111,2023:04:24 09:08:39
image372.jpg,30.487277777777777 38.2265,2023:04:24 09:08:49
image373.jpg,30.020444444444443 38.73705555555556,2023:04:24 09:08:59
image374.jpg,29.55152777777778 39.242222222222225,2023:04:24 09:09:10
image375.jpg,29.080305555555555 39.742333333333335,2023:04:24 09:09:20
image376.jpg,28.606722222222224 40.23769444444444,2023:04:24 09:09:30
image377.jpg,28.13116666666667 40.72808333333334,2023:04:24 09:09:41
image378.jpg,27.6525 41.21480555555556,2023:04:24 09:09:51
image379.jpg,27.16283333333333 41.70586111111111,2023:04:24 09:10:02
image380.jpg,26.680305555555556 42.18322222222222,2023:04:24 09:10:12
image381.jpg,26.196361111111113 42.65575,2023:04:24 09:10:22
image382.jpg,25.71061111111111 43.12397222222222,2023:04:24 09:10:33
image383.jpg,25.223166666666664 43.587944444444446,2023:04:24 09:10:43
image384.jpg,24.733944444444447 44.047916666666666,2023:04:24 09:10:53
image385.jpg,24.243444444444446 44.50358333333333,2023:04:24 09:11:04
image386.jpg,23.75047222222222 44.95619444444445,2023:04:24 09:11:14
image387.jpg,23.256166666666665 45.40486111111111,2023:04:24 09:11:24
